,name,year,nr_unis,nonreligpct,religpct,popsize,uni_per_pop,pop_per_uni
947,Turkey,2010,137,0.005,0.995,72326914.0,0.189417731828,527933.678832
948,Ukraine,1995,25,0.1977,0.8023,51512299.0,0.0485320991012,2060491.96
949,Ukraine,2000,25,0.1625,0.8375,49175848.0,0.0508379641974,1967033.92
950,Ukraine,2005,25,0.1568,0.8432,47105150.0,0.0530727531915,1884206.0
951,Ukraine,2010,25,0.1348,0.8652,45870700.0,0.0545010213491,1834828.0
952,United Arab Emirates,1970,0,0.0,1.0,235499.0,0.0,inf
953,United Arab Emirates,1975,0,0.0,1.0,554324.0,0.0,inf
954,United Arab Emirates,1980,1,0.0026,0.9974,1042384.0,0.0959339360543,1042384.0
955,United Arab Emirates,1985,2,0.0,1.0,1391052.0,0.143776077386,695526.0
956,United Arab Emirates,1990,3,0.0,1.0,1860174.0,0.161275235542,620058.0
957,United Arab Emirates,1995,3,0.0,1.0,2448820.0,0.122507983437,816273.333333
958,United Arab Emirates,2000,4,0.0143,0.9857,3154925.0,0.126785898238,788731.25
959,United Arab Emirates,2005,7,0.0143,0.9857,4579562.0,0.152853045772,654223.142857
960,United Arab Emirates,2010,12,0.0136,0.9864,8270684.0,0.145090780883,689223.666667
964,United Kingdom,1960,22,0.0697,0.9303,52400000.0,0.0419847328244,2381818.18182
965,United Kingdom,1965,33,0.0768,0.9232,54348050.0,0.0607197498346,1646910.60606
966,United Kingdom,1970,43,0.0845,0.9155,55663250.0,0.0772502503896,1294494.18605
967,United Kingdom,1975,43,0.0867,0.9133,56225800.0,0.0764773466985,1307576.74419
968,United Kingdom,1980,43,0.0896,0.9104,56314216.0,0.0763572736234,1309632.93023
969,United Kingdom,1985,46,0.1,0.9,56550268.0,0.0813435579121,1229353.65217
970,United Kingdom,1990,47,0.1129,0.8871,57247586.0,0.0820995316728,1218033.74468
971,United Kingdom,1995,68,0.1177,0.8823,58019030.0,0.117202924627,853221.029412
972,United Kingdom,2000,68,0.2188,0.7812,58892514.0,0.115464590287,866066.382353
973,United Kingdom,2005,68,0.2444,0.7556,60401206.0,0.112580533574,888253.029412
974,United Kingdom,2010,68,0.2616,0.7384,62766365.0,0.108338279587,923034.779412
978,United States,1960,415,0.1193,0.8807,180671000.0,0.229699287655,435351.807229
979,United States,1965,448,0.102,0.898,194303000.0,0.230567721548,433712.053571
980,United States,1970,465,0.102,0.898,205052000.0,0.226771745704,440972.043011
981,United States,1975,481,0.1148,0.8852,215973000.0,0.222713024313,449008.316008
982,United States,1980,484,0.1177,0.8823,227225000.0,0.213004730994,469473.140496
983,United States,1985,484,0.1065,0.8935,237924000.0,0.203426304198,491578.512397
984,United States,1990,486,0.0977,0.9023,249623000.0,0.194693597946,513627.572016
985,United States,1995,489,0.1312,0.8688,266278000.0,0.183642659176,544535.787321
986,United States,2000,490,0.16,0.84,282162411.0,0.173658850682,575841.655102
987,United States,2005,492,0.175,0.825,295516599.0,0.166488109861,600643.493902
988,United States,2010,494,0.19,0.81,309348193.0,0.15969060469,626210.917004
