name,year,nr_unis,nonreligpct,religpct,popsize,uni_per_pop,pop_per_uni,HPI_sci,HPI_rel,continent
Qatar,1990,1,0,1,476445,0.209887815,476445,,,Asia
Qatar,1995,2,0,1,513455,0.3895180688,256727.5,,,Asia
Qatar,2000,2,0.0177,0.9823,592267,0.3376855371,296133.5,,,Asia
Qatar,2005,2,0.0358,0.9642,864863,0.2312504986,432431.5,,,Asia
Qatar,2010,2,0.0177,0.9823,1779676,0.1123800062,889838,,,Asia
Romania,1960,16,0.0537,0.9463,18406905,0.0869239017,1150431.5625,22.492475,23.9304,Europe
Romania,1965,18,0.0526,0.9474,19031576,0.0945796607,1057309.77778,22.492475,23.9304,Europe
Romania,1970,18,0.068,0.932,20250398,0.0888871419,1125022.11111,22.492475,23.9304,Europe
Romania,1975,20,0.0817,0.9183,21293583,0.0939250102,1064679.15,22.492475,23.9304,Europe
Romania,1980,20,0.0894,0.9106,22242653,0.0899173314,1112132.65,22.492475,23.9304,Europe
Romania,1985,20,0.0877,0.9123,22755427,0.0878911215,1137771.35,22.492475,23.9304,Europe
Romania,1990,33,0.0847,0.9153,23201835,0.1422301296,703085.909091,22.492475,23.9304,Europe
Romania,1995,51,0.0507,0.9493,22684270,0.2248253966,444789.607843,22.492475,23.9304,Europe
Romania,2000,54,0.0103,0.9897,22442971,0.2406098551,415610.574074,22.492475,23.9304,Europe
Romania,2005,55,0.0119,0.9881,21319685,0.2579775452,387630.636364,22.492475,23.9304,Europe
Romania,2010,55,0.0163,0.9837,20246871,0.2716469128,368124.927273,22.492475,23.9304,Europe
Russia,1960,26,0.496,0.504,119897000,0.0216852799,4611423.07692,23.07261731,0,Europe
Russia,1965,26,0.5007,0.4993,126745000,0.0205136297,4874807.69231,23.07261731,0,Europe
Russia,1970,31,0.5147,0.4853,130404000,0.0237722769,4206580.64516,23.07261731,0,Europe
Russia,1975,40,0.5365,0.4635,134200000,0.0298062593,3355000,23.07261731,0,Europe
Russia,1980,42,0.5579,0.4421,139010000,0.0302136537,3309761.90476,23.07261731,0,Europe
Russia,1985,45,0.5758,0.4242,143858000,0.0312808464,3196844.44444,23.07261731,0,Europe
Russia,1990,50,0.6087,0.3913,148292000,0.0337172605,2965840,23.07261731,0,Europe
Russia,1995,107,0.63,0.37,148375726,0.0721142217,1386689.02804,23.07261731,0,Europe
Russia,2000,108,0.1211,0.8789,146596557,0.0736715802,1357375.52778,23.07261731,0,Europe
Russia,2005,108,0.1202,0.8798,143518523,0.0752516106,1328875.21296,23.07261731,0,Europe
Russia,2010,108,0.1404,0.8596,142849449,0.0756040718,1322680.08333,23.07261731,0,Europe
Slovenia,1995,3,0.0717,0.9283,1989872,0.1507634662,663290.666667,24.1165,0,Europe
Slovenia,2000,3,0.1016,0.8984,1988925,0.1508352502,662975,24.1165,0,Europe
Slovenia,2005,3,0.1736,0.8264,2000474,0.1499644584,666824.666667,24.1165,0,Europe
Slovenia,2010,3,0.24,0.76,2048583,0.1464426875,682861,24.1165,0,Europe
South Africa,1960,6,0.0051,0.9949,17396367,0.0344899599,2899394.5,23.01015,23.2407,Africa
South Africa,1965,6,0.0062,0.9938,19813947,0.0302817001,3302324.5,23.01015,23.2407,Africa
South Africa,1970,7,0.0069,0.9931,22502502,0.0311076519,3214643.14286,23.01015,23.2407,Africa
South Africa,1975,7,0.0205,0.9795,25698856,0.0272385666,3671265.14286,23.01015,23.2407,Africa
South Africa,1980,8,0.0308,0.9692,29077143,0.0275130194,3634642.875,23.01015,23.2407,Africa
South Africa,1985,9,0.0384,0.9616,32983013,0.0272867733,3664779.22222,23.01015,23.2407,Africa
South Africa,1990,9,0.0393,0.9607,36793490,0.0244608489,4088165.55556,23.01015,23.2407,Africa
South Africa,1995,9,0.0788,0.9212,41426810,0.0217250616,4602978.88889,23.01015,23.2407,Africa
South Africa,2000,9,0.0458,0.9542,44896856,0.0200459471,4988539.55556,23.01015,23.2407,Africa
South Africa,2005,16,0.0533,0.9467,47606670.244,0.0336087357,2975416.89025,23.01015,23.2407,Africa
South Africa,2010,16,0.064,0.936,50979432.3622,0.0313852063,3186214.52264,23.01015,23.2407,Africa
Spain,1960,32,0.0132,0.9868,30455000,0.1050730586,951718.75,23.95731,25.35343333,Europe
Spain,1965,34,0.0162,0.9838,31954292,0.1064019819,939832.117647,23.95731,25.35343333,Europe
Spain,1970,37,0.0183,0.9817,33814531,0.1094204146,913906.243243,23.95731,25.35343333,Europe
Spain,1975,44,0.0205,0.9795,35757900,0.1230497317,812679.545455,23.95731,25.35343333,Europe
Spain,1980,50,0.0201,0.9799,37491165,0.1333647541,749823.3,23.95731,25.35343333,Europe
Spain,1985,51,0.0307,0.9693,38469512,0.1325725161,754304.156863,23.95731,25.35343333,Europe
Spain,1990,56,0.0326,0.9674,38867322,0.1440799034,694059.321429,23.95731,25.35343333,Europe
Spain,1995,65,0.0406,0.9594,39724050,0.1636288344,611139.230769,23.95731,25.35343333,Europe
Spain,2000,65,0.125,0.875,40567864,0.1602253449,624120.984615,23.95731,25.35343333,Europe
Spain,2005,65,0.135,0.865,43653155,0.1489010359,671587,23.95731,25.35343333,Europe
Spain,2010,65,0.16,0.84,46576897,0.1395541657,716567.646154,23.95731,25.35343333,Europe
Sweden,1960,4,0.03,0.97,7484656,0.0534426699,1871164,23.99741364,24.32313333,Europe
Sweden,1965,5,0.04,0.96,7733853,0.064650828,1546770.6,23.99741364,24.32313333,Europe
Sweden,1970,5,0.05,0.95,8042801,0.0621673967,1608560.2,23.99741364,24.32313333,Europe
Sweden,1975,6,0.06,0.94,8192437,0.0732382806,1365406.16667,23.99741364,24.32313333,Europe
Sweden,1980,6,0.0664,0.9336,8310531,0.0721975527,1385088.5,23.99741364,24.32313333,Europe
Sweden,1985,6,0.06,0.94,8350386,0.0718529658,1391731,23.99741364,24.32313333,Europe
Sweden,1990,6,0.06,0.94,8558835,0.0701029988,1426472.5,23.99741364,24.32313333,Europe
Sweden,1995,6,0.07,0.93,8826939,0.0679737336,1471156.5,23.99741364,24.32313333,Europe
Sweden,2000,6,0.089,0.911,8872109,0.0676276633,1478684.83333,23.99741364,24.32313333,Europe
Sweden,2005,6,0.11,0.89,9029572,0.0664483322,1504928.66667,23.99741364,24.32313333,Europe
Sweden,2010,6,0.16,0.84,9378126,0.063978667,1563021,23.99741364,24.32313333,Europe
Switzerland,1960,9,0.0054,0.9946,5327827,0.1689244039,591980.777778,23.99348077,24.34595,Europe
Switzerland,1965,9,0.0083,0.9917,5856472,0.1536761381,650719.111111,23.99348077,24.34595,Europe
Switzerland,1970,9,0.0108,0.9892,6180877,0.1456104045,686764.111111,23.99348077,24.34595,Europe
Switzerland,1975,9,0.0124,0.9876,6338632,0.1419864728,704292.444444,23.99348077,24.34595,Europe
Switzerland,1980,9,0.0382,0.9618,6319408,0.1424184037,702156.444444,23.99348077,24.34595,Europe
Switzerland,1985,9,0.0495,0.9505,6470365,0.1390957079,718929.444444,23.99348077,24.34595,Europe
Switzerland,1990,9,0.0757,0.9243,6715519,0.1340179367,746168.777778,23.99348077,24.34595,Europe
Switzerland,1995,9,0.0938,0.9062,7040687,0.1278284349,782298.555556,23.99348077,24.34595,Europe
Switzerland,2000,9,0.1096,0.8904,7184250,0.125274037,798250,23.99348077,24.34595,Europe
Switzerland,2005,9,0.0828,0.9172,7437115,0.1210146677,826346.111111,23.99348077,24.34595,Europe
Switzerland,2010,9,0.1342,0.8658,7824909,0.115017312,869434.333333,23.99348077,24.34595,Europe
Syrian Arab Republic,1960,2,0,1,4573512,0.04373007,2286756,,,Asia
Syrian Arab Republic,1965,2,0,1,5373137,0.0372222037,2686568.5,,,Asia
Syrian Arab Republic,1970,2,0.0092,0.9908,6350541,0.0314933799,3175270.5,,,Asia
Syrian Arab Republic,1975,3,0,1,7535714,0.039810428,2511904.66667,,,Asia
Syrian Arab Republic,1980,4,0,1,8930774,0.0447889511,2232693.5,,,Asia
Syrian Arab Republic,1985,4,0,1,10648632,0.0375635105,2662158,,,Asia
Syrian Arab Republic,1990,4,0.0027,0.9973,12446171,0.0321383982,3111542.75,,,Asia
Syrian Arab Republic,1995,4,0,1,14345492,0.0278833239,3586373,,,Asia
Syrian Arab Republic,2000,4,0.0076,0.9924,16410848,0.0243741213,4102712,,,Asia
Syrian Arab Republic,2005,11,0.0146,0.9854,18294611,0.0601269959,1663146.45455,,,Asia
Syrian Arab Republic,2010,21,0.0146,0.9854,21018834,0.0999103946,1000896.85714,,,Asia
Trinidad and Tobago,1960,1,0.0257,0.9743,848479,0.1178579552,848479,,,South America
Trinidad and Tobago,1965,1,0.0121,0.9879,912417,0.1095990101,912417,,,South America
Trinidad and Tobago,1970,1,0.001,0.999,945993,0.1057090274,945993,,,South America
Trinidad and Tobago,1975,1,0.0009,0.9991,1011490,0.098864052,1011490,,,South America
Trinidad and Tobago,1980,1,0.0011,0.9989,1085308,0.0921397428,1085308,,,South America
Trinidad and Tobago,1985,1,0.1273,0.8727,1170928,0.0854023475,1170928,,,South America
Trinidad and Tobago,1990,1,0.013,0.987,1221900,0.0818397578,1221900,,,South America
Trinidad and Tobago,1995,1,0.0176,0.9824,1255001,0.0796812114,1255001,,,South America
Trinidad and Tobago,2000,1,0.022,0.978,1267984,0.0788653485,1267984,,,South America
Trinidad and Tobago,2005,1,0.0775,0.9225,1296934,0.0771049259,1296934,,,South America
Trinidad and Tobago,2010,1,0.1346,0.8654,1328100,0.075295535,1328100,,,South America
Turkey,1960,14,0,1,27472331,0.0509603644,1962309.35714,25.43019412,25.20416,Asia
Turkey,1965,14,0,1,30972965,0.0452007097,2212354.64286,25.43019412,25.20416,Asia
Turkey,1970,18,0,1,34876267,0.0516110282,1937570.38889,25.43019412,25.20416,Asia
Turkey,1975,24,0.0002,0.9998,39277211,0.0611041349,1636550.45833,25.43019412,25.20416,Asia
Turkey,1980,25,0.0003,0.9997,43975921,0.0568492926,1759036.84,25.43019412,25.20416,Asia
Turkey,1985,34,0,1,49133883,0.0691986831,1445114.20588,25.43019412,25.20416,Asia
Turkey,1990,35,0.002,0.998,53921699,0.064908934,1540619.97143,25.43019412,25.20416,Asia
Turkey,1995,62,0.0009,0.9991,58486381,0.1060075849,943328.725806,25.43019412,25.20416,Asia
Turkey,2000,77,0.0015,0.9985,63240121,0.1217581478,821300.272727,25.43019412,25.20416,Asia
Turkey,2005,82,0.005,0.995,67903406,0.1207597746,828090.317073,25.43019412,25.20416,Asia
Turkey,2010,137,0.005,0.995,72326914,0.1894177318,527933.678832,25.43019412,25.20416,Asia
Ukraine,1995,25,0.1977,0.8023,51512299,0.0485320991,2060491.96,23.16196667,0,Europe
Ukraine,2000,25,0.1625,0.8375,49175848,0.0508379642,1967033.92,23.16196667,0,Europe
Ukraine,2005,25,0.1568,0.8432,47105150,0.0530727532,1884206,23.16196667,0,Europe
Ukraine,2010,25,0.1348,0.8652,45870700,0.0545010213,1834828,23.16196667,0,Europe
United Arab Emirates,1970,0,0,1,235499,0,inf,,,Asia
United Arab Emirates,1975,0,0,1,554324,0,inf,,,Asia
United Arab Emirates,1980,1,0.0026,0.9974,1042384,0.0959339361,1042384,,,Asia
United Arab Emirates,1985,2,0,1,1391052,0.1437760774,695526,,,Asia
United Arab Emirates,1990,3,0,1,1860174,0.1612752355,620058,,,Asia
United Arab Emirates,1995,3,0,1,2448820,0.1225079834,816273.333333,,,Asia
United Arab Emirates,2000,4,0.0143,0.9857,3154925,0.1267858982,788731.25,,,Asia
United Arab Emirates,2005,7,0.0143,0.9857,4579562,0.1528530458,654223.142857,,,Asia
United Arab Emirates,2010,12,0.0136,0.9864,8270684,0.1450907809,689223.666667,,,Asia
United Kingdom,1960,22,0.0697,0.9303,52400000,0.0419847328,2381818.18182,23.49612234,24.22038333,Europe
United Kingdom,1965,33,0.0768,0.9232,54348050,0.0607197498,1646910.60606,23.49612234,24.22038333,Europe
United Kingdom,1970,43,0.0845,0.9155,55663250,0.0772502504,1294494.18605,23.49612234,24.22038333,Europe
United Kingdom,1975,43,0.0867,0.9133,56225800,0.0764773467,1307576.74419,23.49612234,24.22038333,Europe
United Kingdom,1980,43,0.0896,0.9104,56314216,0.0763572736,1309632.93023,23.49612234,24.22038333,Europe
United Kingdom,1985,46,0.1,0.9,56550268,0.0813435579,1229353.65217,23.49612234,24.22038333,Europe
United Kingdom,1990,47,0.1129,0.8871,57247586,0.0820995317,1218033.74468,23.49612234,24.22038333,Europe
United Kingdom,1995,68,0.1177,0.8823,58019030,0.1172029246,853221.029412,23.49612234,24.22038333,Europe
United Kingdom,2000,68,0.2188,0.7812,58892514,0.1154645903,866066.382353,23.49612234,24.22038333,Europe
United Kingdom,2005,68,0.2444,0.7556,60401206,0.1125805336,888253.029412,23.49612234,24.22038333,Europe
United Kingdom,2010,68,0.2616,0.7384,62766365,0.1083382796,923034.779412,23.49612234,24.22038333,Europe
United States,1960,415,0.1193,0.8807,180671000,0.2296992877,435351.807229,22.45901324,23.603375,North America
United States,1965,448,0.102,0.898,194303000,0.2305677215,433712.053571,22.45901324,23.603375,North America
United States,1970,465,0.102,0.898,205052000,0.2267717457,440972.043011,22.45901324,23.603375,North America
United States,1975,481,0.1148,0.8852,215973000,0.2227130243,449008.316008,22.45901324,23.603375,North America
United States,1980,484,0.1177,0.8823,227225000,0.213004731,469473.140496,22.45901324,23.603375,North America
United States,1985,484,0.1065,0.8935,237924000,0.2034263042,491578.512397,22.45901324,23.603375,North America
United States,1990,486,0.0977,0.9023,249623000,0.1946935979,513627.572016,22.45901324,23.603375,North America
United States,1995,489,0.1312,0.8688,266278000,0.1836426592,544535.787321,22.45901324,23.603375,North America
United States,2000,490,0.16,0.84,282162411,0.1736588507,575841.655102,22.45901324,23.603375,North America
United States,2005,492,0.175,0.825,295516599,0.1664881099,600643.493902,22.45901324,23.603375,North America
United States,2010,494,0.19,0.81,309348193,0.1596906047,626210.917004,22.45901324,23.603375,North America
